X	Y	NorthWest		NorthEast		SouthWest		SouthEast		Elevation
74 4 ['38d27m0s', '119d47m30s'] ['38d27m0s', '119d40m28s'] ['38d21m36s', '119d47m30s'] ['38d21m36s', '119d40m28s'] 3180
75 4 ['38d27m0s', '119d54m32s'] ['38d27m0s', '119d47m30s'] ['38d21m36s', '119d54m32s'] ['38d21m36s', '119d47m30s'] 2970
76 4 ['38d27m0s', '120d1m34s'] ['38d27m0s', '119d54m32s'] ['38d21m36s', '120d1m34s'] ['38d21m36s', '119d54m32s'] 2701
77 4 ['38d27m0s', '120d8m36s'] ['38d27m0s', '120d1m34s'] ['38d21m36s', '120d8m36s'] ['38d21m36s', '120d1m34s'] 2439
78 4 ['38d27m0s', '120d15m38s'] ['38d27m0s', '120d8m36s'] ['38d21m36s', '120d15m38s'] ['38d21m36s', '120d8m36s'] 2362
79 4 ['38d27m0s', '120d22m40s'] ['38d27m0s', '120d15m38s'] ['38d21m36s', '120d22m40s'] ['38d21m36s', '120d15m38s'] 1842
80 4 ['38d27m0s', '120d29m42s'] ['38d27m0s', '120d22m40s'] ['38d21m36s', '120d29m42s'] ['38d21m36s', '120d22m40s'] 1523
81 4 ['38d27m0s', '120d36m44s'] ['38d27m0s', '120d29m42s'] ['38d21m36s', '120d36m44s'] ['38d21m36s', '120d29m42s'] 1104
82 4 ['38d27m0s', '120d43m46s'] ['38d27m0s', '120d36m44s'] ['38d21m36s', '120d43m46s'] ['38d21m36s', '120d36m44s'] 913
83 4 ['38d27m0s', '120d50m48s'] ['38d27m0s', '120d43m46s'] ['38d21m36s', '120d50m48s'] ['38d21m36s', '120d43m46s'] 649
84 4 ['38d27m0s', '120d57m50s'] ['38d27m0s', '120d50m48s'] ['38d21m36s', '120d57m50s'] ['38d21m36s', '120d50m48s'] 394
85 4 ['38d27m0s', '121d4m52s'] ['38d27m0s', '120d57m50s'] ['38d21m36s', '121d4m52s'] ['38d21m36s', '120d57m50s'] 194
86 4 ['38d27m0s', '121d11m54s'] ['38d27m0s', '121d4m52s'] ['38d21m36s', '121d11m54s'] ['38d21m36s', '121d4m52s'] 93
87 4 ['38d27m0s', '121d18m56s'] ['38d27m0s', '121d11m54s'] ['38d21m36s', '121d18m56s'] ['38d21m36s', '121d11m54s'] 48
88 4 ['38d27m0s', '121d25m58s'] ['38d27m0s', '121d18m56s'] ['38d21m36s', '121d25m58s'] ['38d21m36s', '121d18m56s'] 38
89 4 ['38d27m0s', '121d33m0s'] ['38d27m0s', '121d25m58s'] ['38d21m36s', '121d33m0s'] ['38d21m36s', '121d25m58s'] 31
90 4 ['38d27m0s', '121d40m2s'] ['38d27m0s', '121d33m0s'] ['38d21m36s', '121d40m2s'] ['38d21m36s', '121d33m0s'] 25
91 4 ['38d27m0s', '121d47m4s'] ['38d27m0s', '121d40m2s'] ['38d21m36s', '121d47m4s'] ['38d21m36s', '121d40m2s'] 31
92 4 ['38d27m0s', '121d54m6s'] ['38d27m0s', '121d47m4s'] ['38d21m36s', '121d54m6s'] ['38d21m36s', '121d47m4s'] 30
93 4 ['38d27m0s', '122d1m8s'] ['38d27m0s', '121d54m6s'] ['38d21m36s', '122d1m8s'] ['38d21m36s', '121d54m6s'] 236
94 4 ['38d27m0s', '122d8m10s'] ['38d27m0s', '122d1m8s'] ['38d21m36s', '122d8m10s'] ['38d21m36s', '122d1m8s'] 864
95 4 ['38d27m0s', '122d15m12s'] ['38d27m0s', '122d8m10s'] ['38d21m36s', '122d15m12s'] ['38d21m36s', '122d8m10s'] 751
96 4 ['38d27m0s', '122d22m14s'] ['38d27m0s', '122d15m12s'] ['38d21m36s', '122d22m14s'] ['38d21m36s', '122d15m12s'] 794
97 4 ['38d27m0s', '122d29m16s'] ['38d27m0s', '122d22m14s'] ['38d21m36s', '122d29m16s'] ['38d21m36s', '122d22m14s'] 814
98 4 ['38d27m0s', '122d36m18s'] ['38d27m0s', '122d29m16s'] ['38d21m36s', '122d36m18s'] ['38d21m36s', '122d29m16s'] 709
99 4 ['38d27m0s', '122d43m20s'] ['38d27m0s', '122d36m18s'] ['38d21m36s', '122d43m20s'] ['38d21m36s', '122d36m18s'] 582
100 4 ['38d27m0s', '122d50m22s'] ['38d27m0s', '122d43m20s'] ['38d21m36s', '122d50m22s'] ['38d21m36s', '122d43m20s'] 143
101 4 ['38d27m0s', '122d57m24s'] ['38d27m0s', '122d50m22s'] ['38d21m36s', '122d57m24s'] ['38d21m36s', '122d50m22s'] 312
102 4 ['38d27m0s', '123d4m26s'] ['38d27m0s', '122d57m24s'] ['38d21m36s', '123d4m26s'] ['38d21m36s', '122d57m24s'] 455
103 4 ['38d27m0s', '123d11m28s'] ['38d27m0s', '123d4m26s'] ['38d21m36s', '123d11m28s'] ['38d21m36s', '123d4m26s'] 346
104 4 ['38d27m0s', '123d18m30s'] ['38d27m0s', '123d11m28s'] ['38d21m36s', '123d18m30s'] ['38d21m36s', '123d11m28s'] 0
105 4 ['38d27m0s', '123d25m32s'] ['38d27m0s', '123d18m30s'] ['38d21m36s', '123d25m32s'] ['38d21m36s', '123d18m30s'] 0
106 4 ['38d27m0s', '123d32m34s'] ['38d27m0s', '123d25m32s'] ['38d21m36s', '123d32m34s'] ['38d21m36s', '123d25m32s'] 0
107 4 ['38d27m0s', '123d39m36s'] ['38d27m0s', '123d32m34s'] ['38d21m36s', '123d39m36s'] ['38d21m36s', '123d32m34s'] 0
108 4 ['38d27m0s', '123d46m38s'] ['38d27m0s', '123d39m36s'] ['38d21m36s', '123d46m38s'] ['38d21m36s', '123d39m36s'] 0
109 4 ['38d27m0s', '123d53m40s'] ['38d27m0s', '123d46m38s'] ['38d21m36s', '123d53m40s'] ['38d21m36s', '123d46m38s'] 0
110 4 ['38d27m0s', '124d0m42s'] ['38d27m0s', '123d53m40s'] ['38d21m36s', '124d0m42s'] ['38d21m36s', '123d53m40s'] 0
111 4 ['38d27m0s', '124d7m44s'] ['38d27m0s', '124d0m42s'] ['38d21m36s', '124d7m44s'] ['38d21m36s', '124d0m42s'] 0
112 4 ['38d27m0s', '124d14m46s'] ['38d27m0s', '124d7m44s'] ['38d21m36s', '124d14m46s'] ['38d21m36s', '124d7m44s'] 0
113 4 ['38d27m0s', '124d21m48s'] ['38d27m0s', '124d14m46s'] ['38d21m36s', '124d21m48s'] ['38d21m36s', '124d14m46s'] 0
114 4 ['38d27m0s', '124d28m50s'] ['38d27m0s', '124d21m48s'] ['38d21m36s', '124d28m50s'] ['38d21m36s', '124d21m48s'] 0
115 4 ['38d27m0s', '124d35m52s'] ['38d27m0s', '124d28m50s'] ['38d21m36s', '124d35m52s'] ['38d21m36s', '124d28m50s'] 0
116 4 ['38d27m0s', '124d42m54s'] ['38d27m0s', '124d35m52s'] ['38d21m36s', '124d42m54s'] ['38d21m36s', '124d35m52s'] 0
117 4 ['38d27m0s', '124d49m56s'] ['38d27m0s', '124d42m54s'] ['38d21m36s', '124d49m56s'] ['38d21m36s', '124d42m54s'] 0
118 4 ['38d27m0s', '124d56m58s'] ['38d27m0s', '124d49m56s'] ['38d21m36s', '124d56m58s'] ['38d21m36s', '124d49m56s'] 0
119 4 ['38d27m0s', '125d4m0s'] ['38d27m0s', '124d56m58s'] ['38d21m36s', '125d4m0s'] ['38d21m36s', '124d56m58s'] 0
120 4 ['38d27m0s', '125d11m2s'] ['38d27m0s', '125d4m0s'] ['38d21m36s', '125d11m2s'] ['38d21m36s', '125d4m0s'] 0
0 5 ['38d32m24s', '111d7m2s'] ['38d32m24s', '111d0m0s'] ['38d27m0s', '111d7m2s'] ['38d27m0s', '111d0m0s'] 2010
1 5 ['38d32m24s', '111d14m4s'] ['38d32m24s', '111d7m2s'] ['38d27m0s', '111d14m4s'] ['38d27m0s', '111d7m2s'] 2094
2 5 ['38d32m24s', '111d21m6s'] ['38d32m24s', '111d14m4s'] ['38d27m0s', '111d21m6s'] ['38d27m0s', '111d14m4s'] 2126
3 5 ['38d32m24s', '111d28m8s'] ['38d32m24s', '111d21m6s'] ['38d27m0s', '111d28m8s'] ['38d27m0s', '111d21m6s'] 3340
4 5 ['38d32m24s', '111d35m10s'] ['38d32m24s', '111d28m8s'] ['38d27m0s', '111d35m10s'] ['38d27m0s', '111d28m8s'] 3402
5 5 ['38d32m24s', '111d42m12s'] ['38d32m24s', '111d35m10s'] ['38d27m0s', '111d42m12s'] ['38d27m0s', '111d35m10s'] 3055
6 5 ['38d32m24s', '111d49m14s'] ['38d32m24s', '111d42m12s'] ['38d27m0s', '111d49m14s'] ['38d27m0s', '111d42m12s'] 3191
7 5 ['38d32m24s', '111d56m16s'] ['38d32m24s', '111d49m14s'] ['38d27m0s', '111d56m16s'] ['38d27m0s', '111d49m14s'] 2643
8 5 ['38d32m24s', '112d3m18s'] ['38d32m24s', '111d56m16s'] ['38d27m0s', '112d3m18s'] ['38d27m0s', '111d56m16s'] 3239
9 5 ['38d32m24s', '112d10m20s'] ['38d32m24s', '112d3m18s'] ['38d27m0s', '112d10m20s'] ['38d27m0s', '112d3m18s'] 3427
10 5 ['38d32m24s', '112d17m22s'] ['38d32m24s', '112d10m20s'] ['38d27m0s', '112d17m22s'] ['38d27m0s', '112d10m20s'] 2484
11 5 ['38d32m24s', '112d24m24s'] ['38d32m24s', '112d17m22s'] ['38d27m0s', '112d24m24s'] ['38d27m0s', '112d17m22s'] 3448
12 5 ['38d32m24s', '112d31m26s'] ['38d32m24s', '112d24m24s'] ['38d27m0s', '112d31m26s'] ['38d27m0s', '112d24m24s'] 3307
13 5 ['38d32m24s', '112d38m28s'] ['38d32m24s', '112d31m26s'] ['38d27m0s', '112d38m28s'] ['38d27m0s', '112d31m26s'] 3007
14 5 ['38d32m24s', '112d45m30s'] ['38d32m24s', '112d38m28s'] ['38d27m0s', '112d45m30s'] ['38d27m0s', '112d38m28s'] 2405
15 5 ['38d32m24s', '112d52m32s'] ['38d32m24s', '112d45m30s'] ['38d27m0s', '112d52m32s'] ['38d27m0s', '112d45m30s'] 2778
16 5 ['38d32m24s', '112d59m34s'] ['38d32m24s', '112d52m32s'] ['38d27m0s', '112d59m34s'] ['38d27m0s', '112d52m32s'] 1781
17 5 ['38d32m24s', '113d6m36s'] ['38d32m24s', '112d59m34s'] ['38d27m0s', '113d6m36s'] ['38d27m0s', '112d59m34s'] 1871
18 5 ['38d32m24s', '113d13m38s'] ['38d32m24s', '113d6m36s'] ['38d27m0s', '113d13m38s'] ['38d27m0s', '113d6m36s'] 2091
19 5 ['38d32m24s', '113d20m40s'] ['38d32m24s', '113d13m38s'] ['38d27m0s', '113d20m40s'] ['38d27m0s', '113d13m38s'] 2939
20 5 ['38d32m24s', '113d27m42s'] ['38d32m24s', '113d20m40s'] ['38d27m0s', '113d27m42s'] ['38d27m0s', '113d20m40s'] 1724
21 5 ['38d32m24s', '113d34m44s'] ['38d32m24s', '113d27m42s'] ['38d27m0s', '113d34m44s'] ['38d27m0s', '113d27m42s'] 2661
22 5 ['38d32m24s', '113d41m46s'] ['38d32m24s', '113d34m44s'] ['38d27m0s', '113d41m46s'] ['38d27m0s', '113d34m44s'] 2245
23 5 ['38d32m24s', '113d48m48s'] ['38d32m24s', '113d41m46s'] ['38d27m0s', '113d48m48s'] ['38d27m0s', '113d41m46s'] 1832
24 5 ['38d32m24s', '113d55m50s'] ['38d32m24s', '113d48m48s'] ['38d27m0s', '113d55m50s'] ['38d27m0s', '113d48m48s'] 2402
25 5 ['38d32m24s', '114d2m52s'] ['38d32m24s', '113d55m50s'] ['38d27m0s', '114d2m52s'] ['38d27m0s', '113d55m50s'] 2888
26 5 ['38d32m24s', '114d9m54s'] ['38d32m24s', '114d2m52s'] ['38d27m0s', '114d9m54s'] ['38d27m0s', '114d2m52s'] 2128
27 5 ['38d32m24s', '114d16m56s'] ['38d32m24s', '114d9m54s'] ['38d27m0s', '114d16m56s'] ['38d27m0s', '114d9m54s'] 2389
28 5 ['38d32m24s', '114d23m58s'] ['38d32m24s', '114d16m56s'] ['38d27m0s', '114d23m58s'] ['38d27m0s', '114d16m56s'] 2378
29 5 ['38d32m24s', '114d31m0s'] ['38d32m24s', '114d23m58s'] ['38d27m0s', '114d31m0s'] ['38d27m0s', '114d23m58s'] 2501
30 5 ['38d32m24s', '114d38m2s'] ['38d32m24s', '114d31m0s'] ['38d27m0s', '114d38m2s'] ['38d27m0s', '114d31m0s'] 1855
31 5 ['38d32m24s', '114d45m4s'] ['38d32m24s', '114d38m2s'] ['38d27m0s', '114d45m4s'] ['38d27m0s', '114d38m2s'] 2578
32 5 ['38d32m24s', '114d52m6s'] ['38d32m24s', '114d45m4s'] ['38d27m0s', '114d52m6s'] ['38d27m0s', '114d45m4s'] 2597
33 5 ['38d32m24s', '114d59m8s'] ['38d32m24s', '114d52m6s'] ['38d27m0s', '114d59m8s'] ['38d27m0s', '114d52m6s'] 2987
34 5 ['38d32m24s', '115d6m10s'] ['38d32m24s', '114d59m8s'] ['38d27m0s', '115d6m10s'] ['38d27m0s', '114d59m8s'] 1773
35 5 ['38d32m24s', '115d13m12s'] ['38d32m24s', '115d6m10s'] ['38d27m0s', '115d13m12s'] ['38d27m0s', '115d6m10s'] 1852
36 5 ['38d32m24s', '115d20m14s'] ['38d32m24s', '115d13m12s'] ['38d27m0s', '115d20m14s'] ['38d27m0s', '115d13m12s'] 2231
37 5 ['38d32m24s', '115d27m16s'] ['38d32m24s', '115d20m14s'] ['38d27m0s', '115d27m16s'] ['38d27m0s', '115d20m14s'] 2767
38 5 ['38d32m24s', '115d34m18s'] ['38d32m24s', '115d27m16s'] ['38d27m0s', '115d34m18s'] ['38d27m0s', '115d27m16s'] 2857
39 5 ['38d32m24s', '115d41m20s'] ['38d32m24s', '115d34m18s'] ['38d27m0s', '115d41m20s'] ['38d27m0s', '115d34m18s'] 1452
40 5 ['38d32m24s', '115d48m22s'] ['38d32m24s', '115d41m20s'] ['38d27m0s', '115d48m22s'] ['38d27m0s', '115d41m20s'] 1544
41 5 ['38d32m24s', '115d55m24s'] ['38d32m24s', '115d48m22s'] ['38d27m0s', '115d55m24s'] ['38d27m0s', '115d48m22s'] 2199
42 5 ['38d32m24s', '116d2m26s'] ['38d32m24s', '115d55m24s'] ['38d27m0s', '116d2m26s'] ['38d27m0s', '115d55m24s'] 2148
43 5 ['38d32m24s', '116d9m28s'] ['38d32m24s', '116d2m26s'] ['38d27m0s', '116d9m28s'] ['38d27m0s', '116d2m26s'] 2223
44 5 ['38d32m24s', '116d16m30s'] ['38d32m24s', '116d9m28s'] ['38d27m0s', '116d16m30s'] ['38d27m0s', '116d9m28s'] 2103
45 5 ['38d32m24s', '116d23m32s'] ['38d32m24s', '116d16m30s'] ['38d27m0s', '116d23m32s'] ['38d27m0s', '116d16m30s'] 2526
46 5 ['38d32m24s', '116d30m34s'] ['38d32m24s', '116d23m32s'] ['38d27m0s', '116d30m34s'] ['38d27m0s', '116d23m32s'] 2684
47 5 ['38d32m24s', '116d37m36s'] ['38d32m24s', '116d30m34s'] ['38d27m0s', '116d37m36s'] ['38d27m0s', '116d30m34s'] 2472
48 5 ['38d32m24s', '116d44m38s'] ['38d32m24s', '116d37m36s'] ['38d27m0s', '116d44m38s'] ['38d27m0s', '116d37m36s'] 2845
49 5 ['38d32m24s', '116d51m40s'] ['38d32m24s', '116d44m38s'] ['38d27m0s', '116d51m40s'] ['38d27m0s', '116d44m38s'] 2698
50 5 ['38d32m24s', '116d58m42s'] ['38d32m24s', '116d51m40s'] ['38d27m0s', '116d58m42s'] ['38d27m0s', '116d51m40s'] 2441
51 5 ['38d32m24s', '117d5m44s'] ['38d32m24s', '116d58m42s'] ['38d27m0s', '117d5m44s'] ['38d27m0s', '116d58m42s'] 2560
52 5 ['38d32m24s', '117d12m46s'] ['38d32m24s', '117d5m44s'] ['38d27m0s', '117d12m46s'] ['38d27m0s', '117d5m44s'] 2579
53 5 ['38d32m24s', '117d19m48s'] ['38d32m24s', '117d12m46s'] ['38d27m0s', '117d19m48s'] ['38d27m0s', '117d12m46s'] 1930
54 5 ['38d32m24s', '117d26m50s'] ['38d32m24s', '117d19m48s'] ['38d27m0s', '117d26m50s'] ['38d27m0s', '117d19m48s'] 2017
55 5 ['38d32m24s', '117d33m52s'] ['38d32m24s', '117d26m50s'] ['38d27m0s', '117d33m52s'] ['38d27m0s', '117d26m50s'] 1904
56 5 ['38d32m24s', '117d40m54s'] ['38d32m24s', '117d33m52s'] ['38d27m0s', '117d40m54s'] ['38d27m0s', '117d33m52s'] 2033
57 5 ['38d32m24s', '117d47m56s'] ['38d32m24s', '117d40m54s'] ['38d27m0s', '117d47m56s'] ['38d27m0s', '117d40m54s'] 2348
58 5 ['38d32m24s', '117d54m58s'] ['38d32m24s', '117d47m56s'] ['38d27m0s', '117d54m58s'] ['38d27m0s', '117d47m56s'] 2454
59 5 ['38d32m24s', '118d2m0s'] ['38d32m24s', '117d54m58s'] ['38d27m0s', '118d2m0s'] ['38d27m0s', '117d54m58s'] 2532
60 5 ['38d32m24s', '118d9m2s'] ['38d32m24s', '118d2m0s'] ['38d27m0s', '118d9m2s'] ['38d27m0s', '118d2m0s'] 2421
61 5 ['38d32m24s', '118d16m4s'] ['38d32m24s', '118d9m2s'] ['38d27m0s', '118d16m4s'] ['38d27m0s', '118d9m2s'] 2392
62 5 ['38d32m24s', '118d23m6s'] ['38d32m24s', '118d16m4s'] ['38d27m0s', '118d23m6s'] ['38d27m0s', '118d16m4s'] 2441
63 5 ['38d32m24s', '118d30m8s'] ['38d32m24s', '118d23m6s'] ['38d27m0s', '118d30m8s'] ['38d27m0s', '118d23m6s'] 1985
64 5 ['38d32m24s', '118d37m10s'] ['38d32m24s', '118d30m8s'] ['38d27m0s', '118d37m10s'] ['38d27m0s', '118d30m8s'] 1705
65 5 ['38d32m24s', '118d44m12s'] ['38d32m24s', '118d37m10s'] ['38d27m0s', '118d44m12s'] ['38d27m0s', '118d37m10s'] 2649
66 5 ['38d32m24s', '118d51m14s'] ['38d32m24s', '118d44m12s'] ['38d27m0s', '118d51m14s'] ['38d27m0s', '118d44m12s'] 3173
67 5 ['38d32m24s', '118d58m16s'] ['38d32m24s', '118d51m14s'] ['38d27m0s', '118d58m16s'] ['38d27m0s', '118d51m14s'] 2688
68 5 ['38d32m24s', '119d5m18s'] ['38d32m24s', '118d58m16s'] ['38d27m0s', '119d5m18s'] ['38d27m0s', '118d58m16s'] 2579
69 5 ['38d32m24s', '119d12m20s'] ['38d32m24s', '119d5m18s'] ['38d27m0s', '119d12m20s'] ['38d27m0s', '119d5m18s'] 2900
70 5 ['38d32m24s', '119d19m22s'] ['38d32m24s', '119d12m20s'] ['38d27m0s', '119d19m22s'] ['38d27m0s', '119d12m20s'] 3450
71 5 ['38d32m24s', '119d26m24s'] ['38d32m24s', '119d19m22s'] ['38d27m0s', '119d26m24s'] ['38d27m0s', '119d19m22s'] 3255
72 5 ['38d32m24s', '119d33m26s'] ['38d32m24s', '119d26m24s'] ['38d27m0s', '119d33m26s'] ['38d27m0s', '119d26m24s'] 3119
73 5 ['38d32m24s', '119d40m28s'] ['38d32m24s', '119d33m26s'] ['38d27m0s', '119d40m28s'] ['38d27m0s', '119d33m26s'] 3155
74 5 ['38d32m24s', '119d47m30s'] ['38d32m24s', '119d40m28s'] ['38d27m0s', '119d47m30s'] ['38d27m0s', '119d40m28s'] 3281
75 5 ['38d32m24s', '119d54m32s'] ['38d32m24s', '119d47m30s'] ['38d27m0s', '119d54m32s'] ['38d27m0s', '119d47m30s'] 3010
76 5 ['38d32m24s', '120d1m34s'] ['38d32m24s', '119d54m32s'] ['38d27m0s', '120d1m34s'] ['38d27m0s', '119d54m32s'] 2797
77 5 ['38d32m24s', '120d8m36s'] ['38d32m24s', '120d1m34s'] ['38d27m0s', '120d8m36s'] ['38d27m0s', '120d1m34s'] 2828
78 5 ['38d32m24s', '120d15m38s'] ['38d32m24s', '120d8m36s'] ['38d27m0s', '120d15m38s'] ['38d27m0s', '120d8m36s'] 2359
79 5 ['38d32m24s', '120d22m40s'] ['38d32m24s', '120d15m38s'] ['38d27m0s', '120d22m40s'] ['38d27m0s', '120d15m38s'] 1963
80 5 ['38d32m24s', '120d29m42s'] ['38d32m24s', '120d22m40s'] ['38d27m0s', '120d29m42s'] ['38d27m0s', '120d22m40s'] 1725
81 5 ['38d32m24s', '120d36m44s'] ['38d32m24s', '120d29m42s'] ['38d27m0s', '120d36m44s'] ['38d27m0s', '120d29m42s'] 1306
82 5 ['38d32m24s', '120d43m46s'] ['38d32m24s', '120d36m44s'] ['38d27m0s', '120d43m46s'] ['38d27m0s', '120d36m44s'] 1061
83 5 ['38d32m24s', '120d50m48s'] ['38d32m24s', '120d43m46s'] ['38d27m0s', '120d50m48s'] ['38d27m0s', '120d43m46s'] 712
84 5 ['38d32m24s', '120d57m50s'] ['38d32m24s', '120d50m48s'] ['38d27m0s', '120d57m50s'] ['38d27m0s', '120d50m48s'] 493
85 5 ['38d32m24s', '121d4m52s'] ['38d32m24s', '120d57m50s'] ['38d27m0s', '121d4m52s'] ['38d27m0s', '120d57m50s'] 285
86 5 ['38d32m24s', '121d11m54s'] ['38d32m24s', '121d4m52s'] ['38d27m0s', '121d11m54s'] ['38d27m0s', '121d4m52s'] 109
87 5 ['38d32m24s', '121d18m56s'] ['38d32m24s', '121d11m54s'] ['38d27m0s', '121d18m56s'] ['38d27m0s', '121d11m54s'] 69
88 5 ['38d32m24s', '121d25m58s'] ['38d32m24s', '121d18m56s'] ['38d27m0s', '121d25m58s'] ['38d27m0s', '121d18m56s'] 33
89 5 ['38d32m24s', '121d33m0s'] ['38d32m24s', '121d25m58s'] ['38d27m0s', '121d33m0s'] ['38d27m0s', '121d25m58s'] 30
90 5 ['38d32m24s', '121d40m2s'] ['38d32m24s', '121d33m0s'] ['38d27m0s', '121d40m2s'] ['38d27m0s', '121d33m0s'] 32
91 5 ['38d32m24s', '121d47m4s'] ['38d32m24s', '121d40m2s'] ['38d27m0s', '121d47m4s'] ['38d27m0s', '121d40m2s'] 30
92 5 ['38d32m24s', '121d54m6s'] ['38d32m24s', '121d47m4s'] ['38d27m0s', '121d54m6s'] ['38d27m0s', '121d47m4s'] 36
93 5 ['38d32m24s', '122d1m8s'] ['38d32m24s', '121d54m6s'] ['38d27m0s', '122d1m8s'] ['38d27m0s', '121d54m6s'] 158
94 5 ['38d32m24s', '122d8m10s'] ['38d32m24s', '122d1m8s'] ['38d27m0s', '122d8m10s'] ['38d27m0s', '122d1m8s'] 778
95 5 ['38d32m24s', '122d15m12s'] ['38d32m24s', '122d8m10s'] ['38d27m0s', '122d15m12s'] ['38d27m0s', '122d8m10s'] 703
96 5 ['38d32m24s', '122d22m14s'] ['38d32m24s', '122d15m12s'] ['38d27m0s', '122d22m14s'] ['38d27m0s', '122d15m12s'] 805
97 5 ['38d32m24s', '122d29m16s'] ['38d32m24s', '122d22m14s'] ['38d27m0s', '122d29m16s'] ['38d27m0s', '122d22m14s'] 676
98 5 ['38d32m24s', '122d36m18s'] ['38d32m24s', '122d29m16s'] ['38d27m0s', '122d36m18s'] ['38d27m0s', '122d29m16s'] 828
99 5 ['38d32m24s', '122d43m20s'] ['38d32m24s', '122d36m18s'] ['38d27m0s', '122d43m20s'] ['38d27m0s', '122d36m18s'] 654
100 5 ['38d32m24s', '122d50m22s'] ['38d32m24s', '122d43m20s'] ['38d27m0s', '122d50m22s'] ['38d27m0s', '122d43m20s'] 322
101 5 ['38d32m24s', '122d57m24s'] ['38d32m24s', '122d50m22s'] ['38d27m0s', '122d57m24s'] ['38d27m0s', '122d50m22s'] 452
102 5 ['38d32m24s', '123d4m26s'] ['38d32m24s', '122d57m24s'] ['38d27m0s', '123d4m26s'] ['38d27m0s', '122d57m24s'] 494
103 5 ['38d32m24s', '123d11m28s'] ['38d32m24s', '123d4m26s'] ['38d27m0s', '123d11m28s'] ['38d27m0s', '123d4m26s'] 657
104 5 ['38d32m24s', '123d18m30s'] ['38d32m24s', '123d11m28s'] ['38d27m0s', '123d18m30s'] ['38d27m0s', '123d11m28s'] 512
105 5 ['38d32m24s', '123d25m32s'] ['38d32m24s', '123d18m30s'] ['38d27m0s', '123d25m32s'] ['38d27m0s', '123d18m30s'] 0
106 5 ['38d32m24s', '123d32m34s'] ['38d32m24s', '123d25m32s'] ['38d27m0s', '123d32m34s'] ['38d27m0s', '123d25m32s'] 0
107 5 ['38d32m24s', '123d39m36s'] ['38d32m24s', '123d32m34s'] ['38d27m0s', '123d39m36s'] ['38d27m0s', '123d32m34s'] 0
108 5 ['38d32m24s', '123d46m38s'] ['38d32m24s', '123d39m36s'] ['38d27m0s', '123d46m38s'] ['38d27m0s', '123d39m36s'] 0
109 5 ['38d32m24s', '123d53m40s'] ['38d32m24s', '123d46m38s'] ['38d27m0s', '123d53m40s'] ['38d27m0s', '123d46m38s'] 0
110 5 ['38d32m24s', '124d0m42s'] ['38d32m24s', '123d53m40s'] ['38d27m0s', '124d0m42s'] ['38d27m0s', '123d53m40s'] 0
111 5 ['38d32m24s', '124d7m44s'] ['38d32m24s', '124d0m42s'] ['38d27m0s', '124d7m44s'] ['38d27m0s', '124d0m42s'] 0
112 5 ['38d32m24s', '124d14m46s'] ['38d32m24s', '124d7m44s'] ['38d27m0s', '124d14m46s'] ['38d27m0s', '124d7m44s'] 0
113 5 ['38d32m24s', '124d21m48s'] ['38d32m24s', '124d14m46s'] ['38d27m0s', '124d21m48s'] ['38d27m0s', '124d14m46s'] 0
114 5 ['38d32m24s', '124d28m50s'] ['38d32m24s', '124d21m48s'] ['38d27m0s', '124d28m50s'] ['38d27m0s', '124d21m48s'] 0
115 5 ['38d32m24s', '124d35m52s'] ['38d32m24s', '124d28m50s'] ['38d27m0s', '124d35m52s'] ['38d27m0s', '124d28m50s'] 0
116 5 ['38d32m24s', '124d42m54s'] ['38d32m24s', '124d35m52s'] ['38d27m0s', '124d42m54s'] ['38d27m0s', '124d35m52s'] 0
117 5 ['38d32m24s', '124d49m56s'] ['38d32m24s', '124d42m54s'] ['38d27m0s', '124d49m56s'] ['38d27m0s', '124d42m54s'] 0
118 5 ['38d32m24s', '124d56m58s'] ['38d32m24s', '124d49m56s'] ['38d27m0s', '124d56m58s'] ['38d27m0s', '124d49m56s'] 0
119 5 ['38d32m24s', '125d4m0s'] ['38d32m24s', '124d56m58s'] ['38d27m0s', '125d4m0s'] ['38d27m0s', '124d56m58s'] 0
120 5 ['38d32m24s', '125d11m2s'] ['38d32m24s', '125d4m0s'] ['38d27m0s', '125d11m2s'] ['38d27m0s', '125d4m0s'] 0
0 6 ['38d37m48s', '111d7m2s'] ['38d37m48s', '111d0m0s'] ['38d32m24s', '111d7m2s'] ['38d32m24s', '111d0m0s'] 2145
1 6 ['38d37m48s', '111d14m4s'] ['38d37m48s', '111d7m2s'] ['38d32m24s', '111d14m4s'] ['38d32m24s', '111d7m2s'] 2098
2 6 ['38d37m48s', '111d21m6s'] ['38d37m48s', '111d14m4s'] ['38d32m24s', '111d21m6s'] ['38d32m24s', '111d14m4s'] 2070
3 6 ['38d37m48s', '111d28m8s'] ['38d37m48s', '111d21m6s'] ['38d32m24s', '111d28m8s'] ['38d32m24s', '111d21m6s'] 2732
4 6 ['38d37m48s', '111d35m10s'] ['38d37m48s', '111d28m8s'] ['38d32m24s', '111d35m10s'] ['38d32m24s', '111d28m8s'] 3135
5 6 ['38d37m48s', '111d42m12s'] ['38d37m48s', '111d35m10s'] ['38d32m24s', '111d42m12s'] ['38d32m24s', '111d35m10s'] 3320
6 6 ['38d37m48s', '111d49m14s'] ['38d37m48s', '111d42m12s'] ['38d32m24s', '111d49m14s'] ['38d32m24s', '111d42m12s'] 3543
